audio_id,category,human_label,asr_transcript,normalized_human,normalized_asr,wer,sub,del,ins,ref_word_count,status,error_message
RB_0429,general_utterance,المهنية | العليا | . العليا | العليا | العليا,العليا. العليا. العليا. العليا. العليا.,المهنيه العليا العليا العليا العليا,العليا العليا العليا العليا العليا,0.2000,1,0,0,5,success,
RB_0014,general_utterance,أنا ماعرف اسم الفرع فممكن تقوليلي أقرب فرع لي,أنا ما أعرف اسم الفرع، فممكن تقولي لي أقرب فرع لي؟,انا ماعرف اسم الفرع فممكن تقوليلي اقرب فرع لي,انا ما اعرف اسم الفرع، فممكن تقولي لي اقرب فرع لي؟,0.6667,4,0,2,9,success,
RB_0046,general_utterance,ليش تحوليني على الأوبريتر,ليش تحوليني على أوبريتر؟,ليش تحوليني علي الاوبريتر,ليش تحوليني علي اوبريتر؟,0.2500,1,0,0,4,success,
RB_0237,general_utterance,رسمية | الخدمات | المصرفية | الخاصة | ثلاثمئة | وخمسة | وخمسين,355، الخدمات المصرفية الخاصة. 355.,رسميه الخدمات المصرفيه الخاصه 355,355، الخدمات المصرفيه الخاصة 355,0.4000,2,0,0,5,success,
RB_0493,general_utterance,المنازلة | الفناتير | النعيرية | العلي | النماص | رياض الخبراء | أبها | القريات. حقل ضبا,النيزلة، الفناتير، النعيرية، العلية، النماص، رياض الخبرة، أبهى، القريات، حقل، ضبى.,المنازله الفناتير النعيريه العلي النماص رياض الخبراء ابها القريات حقل ضبا,النيزلة، الفناتير، النعيرية، العلية، النماص، رياض الخبرة، ابهى، القريات، حقل، ضبى,0.9091,10,0,0,11,success,
RB_0174,unclear,,أهلًا.,,اهلا,1.0000,0,0,1,0,success,
RB_0110,branch_code,فرع 183,فرع 183.,فرع 183,فرع 183,0.0000,0,0,0,2,success,
RB_0238,general_utterance,306 | الخزامى | ثلاثمئة | وخمسين,356 الخزامى. 356. 356.,306 الخزامي 350,356 الخزامى 356 356,1.3333,3,0,1,3,success,
RB_0366,general_utterance,الغرفة | التجارية | الغرفة | التجارية. الغرفة التجارية,الغرفة التجارية. الغرفة التجارية. الغرفة التجارية.,الغرفه التجاريه الغرفه التجارية الغرفه التجاريه,الغرفه التجارية الغرفه التجارية الغرفه التجارية,0.3333,2,0,0,6,success,
RB_0302,general_utterance,خميس | مشيط | طريق | الملك | فهد | 321,52، 55، طريق الملك فهد 521.,خميس مشيط طريق الملك فهد 321,52، 55، طريق الملك فهد 521,0.5000,3,0,0,6,success,
RB_0430,general_utterance,لبن | When | اللبن | اللبن | لبن,لبن. لبن. لبن. لبن. لبن. لبن. لبن.,لبن When اللبن اللبن لبن,لبن لبن لبن لبن لبن لبن لبن,1.0000,3,0,2,5,success,
RB_0494,unclear,,أهلًا.,,اهلا,1.0000,0,0,1,0,success,
RB_0015,general_utterance,ماعرف انتي المفروض تعرفين,معك بنك المفروض الترفيه.,ماعرف انتي المفروض تعرفين,معك بنك المفروض الترفيه,0.7500,3,0,0,4,success,
RB_0047,branch_name,بس هذا الفرعين,أسامة الفرعان.,بس هذا الفرعين,اسامه الفرعان,1.0000,2,1,0,3,success,
RB_0111,branch_code,185,185.,185,185,0.0000,0,0,0,1,success,
RB_0303,general_utterance,خميس | مشيط. طريق | الملك | فهد | 521,50، 21، خميس مشيط، طريق الملك فهد. 521.,خميس مشيط طريق الملك فهد 521,50، 21، خميس مشيط، طريق الملك فهد 521,0.5000,1,0,2,6,success,
RB_0016,branch_name,فرع كورنيش الدمام,فرع كنيس النمام.,فرع كورنيش الدمام,فرع كنيس النمام,0.6667,2,0,0,3,success,
RB_0239,general_utterance,356 | 303 | 354 | النعيرية | العزيزية | الخزامى | الفواتير,356. 303. 354. العيرية. العزيزية. الخزامى. الفناتير.,356 303 354 النعيريه العزيزيه الخزامي الفواتير,356 303 354 العيرية العزيزية الخزامى الفناتير,0.5714,4,0,0,7,success,
RB_0048,general_utterance,كيف اكتب لك وأنا قاعدة أكلمك,كيف أكتب لك وردة على كلمة؟,كيف اكتب لك وانا قاعده اكلمك,كيف اكتب لك ورده علي كلمة؟,0.5000,3,0,0,6,success,
RB_0112,branch_name,طريق الحرمين,طريق الحرمين...,طريق الحرمين,طريق الحرمين,0.0000,0,0,0,2,success,
RB_0175,general_utterance,ثلاثة | اثنين | ثمانية | ثلاثمائة وثمانية | وعشرين | اثنين. ثمانية | وعشرين,328. 328. 328.,371,328 328 328,3.0000,1,0,2,1,success,
RB_0431,general_utterance,مصنع | الحربية | المصانع | الحربية,المصانع الحربية. المصانع الحربية.,مصنع الحربيه المصانع الحربيه,المصانع الحربية المصانع الحربية,0.7500,3,0,0,4,success,
RB_0367,general_utterance,المجاميع | الحمدانية | الحمدانية | الحمدانية,الحمدانية، الحمدانية، الحمدانية، الحمدانية.,المجاميع الحمدانيه الحمدانيه الحمدانيه,الحمدانية، الحمدانية، الحمدانية، الحمدانية,1.0000,4,0,0,4,success,
RB_0176,branch_code,واحد. صفر. أربعة,104.,104,104,0.0000,0,0,0,1,success,
RB_0240,general_utterance,خمسين | ثلاثمائة | وثلاثة | ثلاثمائة وأربعة وخمسين,50. 303. 354.,707,50 303 354,3.0000,1,0,2,1,success,
RB_0017,branch_name,يه صحيح صحيح,إيه، صحيح، صحيح.,يه صحيح صحيح,ايه، صحيح، صحيح,0.6667,2,0,0,3,success,
RB_0368,general_utterance,ينبع | ينبع | ينبع,ينبع. ينبع. ينبع.,ينبع ينبع ينبع,ينبع ينبع ينبع,0.0000,0,0,0,3,success,
RB_0304,general_utterance,الماس | 23 | أنماط | 523. أنماط,20 نماص. 523 أنماص. 523 أنماص.,الماس 23 انماط 523 انماط,20 نماص 523 انماص 523 انماص,1.0000,4,0,1,5,success,
RB_0432,general_utterance,متخصصين | التخصصي | التخصصي | التخصصي,التخصصي. التخصصي. التخصصي. التخصصي.,متخصصين التخصصي التخصصي التخصصي,التخصصي التخصصي التخصصي التخصصي,0.2500,1,0,0,4,success,
RB_0495,general_utterance,الأرض | خاوية | الرأس | سبت | العليا | مكة | الرئيسي | طرحة | القزاز | أحد | المعابد | المعابد | العتيبة | العريقة | الجبيل | الكلوية | المركبات | المزروعة | المنازل العليا,آه، الأرطاوية، الرس، سبت العلايا، مكة الرئيسي، برحة القزاز، أحد، المعابدة، العتيبيه، ظرمه، العريجه، الجبيل، الجلويه، المريكبات، المزروعيه، المنيزله، العليه.,الارض خاويه الراس سبت العليا مكه الرئيسي طرحه القزاز 1 المعابد المعابد العتيبه العريقه الجبيل الكلويه المركبات المزروعه المنازل العليا,اه، الارطاوية، الرس، سبت العلايا، مكه الرئيسي، برحه القزاز، احد، المعابدة، العتيبيه، ظرمه، العريجه، الجبيل، الجلويه، المريكبات، المزروعيه، المنيزله، العليه,0.9000,18,0,0,20,success,
RB_0049,general_utterance,فرع ايش,فرع الإيش؟,فرع ايش,فرع الايش؟,0.5000,1,0,0,2,success,
RB_0113,branch_name,فرع الرصيفة,فرع الرصيفة.,فرع الرصيفه,فرع الرصيفة,0.5000,1,0,0,2,success,
RB_0496,general_utterance,الأب | طاوي | الرس | سبت | مكة | الرئيسي | طرحة | القزاز | أحد | المعابد | العتيبي | أضرم | العريجاء | . الجبيل | الكلوية | المريكبات | المزروعية | النازلة | الفناتير العليا,الأرطاوية، الرس، سبت العلايا، مكة الرئيسي، برحة القزاز، أحد، المعابدة، العتيبيّة، الظرمى، العريجة، الجبيل، الجلوية، المريكبات، المزروعية، المنيزلة، الفناتير، العلية.,الاب طاوي الرس سبت مكه الرئيسي طرحه القزاز 1 المعابد العتيبي اضرم العريجاء الجبيل الكلويه المريكبات المزروعيه النازله الفناتير العليا,الارطاوية، الرس، سبت العلايا، مكه الرئيسي، برحه القزاز، احد، المعابدة، العتيبية، الظرمى، العريجة، الجبيل، الجلوية، المريكبات، المزروعية، المنيزلة، الفناتير، العلية,0.9500,19,0,0,20,success,
RB_0177,unclear,28 | قرية | العليا,28، قرية العليا.,28 قريه العليا,28، قريه العليا,0.3333,1,0,0,3,success,
RB_0369,general_utterance,العوالي | المدينة | المنورة | العوالي | المدينة | المنورة | العوالي,العوادي، المدينة المنورة. العوادي، المدينة المنورة. العوادي.,العوالي المدينه المنوره العوالي المدينه المنوره العوالي,العوادي، المدينه المنورة العوادي، المدينه المنورة العوادي,0.7143,5,0,0,7,success,
RB_0241,branch_code,ثلاثمائة | وخمسين. النعيرية,357، العيرية.,350 النعيريه,357، العيرية,1.0000,2,0,0,2,success,
RB_0433,branch_code,واحد. اثنين | . ثلاثة. ثلاثة. أربعة. خمسة,1، 2، 3، 3، 4، 5.,12 ثلاثة ثلاثة اربعة 5,1، 2، 3، 3، 4، 5,1.0000,4,0,1,5,success,
RB_0497,general_utterance,الأرض | الارطاوية | الأرض | زاوية,الأرطاوية. الأرطاوية.,الارض الارطاويه الارض زاويه,الارطاوية الارطاوية,1.0000,2,2,0,4,success,
RB_0050,general_utterance,ما اعرف,رقم واحد.,ما اعرف,رقم 1,1.0000,2,0,0,2,success,
RB_0305,unclear,23 | النماص | 523 النماص,23، النماص. 523، النماص.,23 النماص 523 النماص,23، النماص 523، النماص,0.5000,2,0,0,4,success,
RB_0018,branch_name,اي قلت لك صحيح,أي كليكات؟,اي قلت لك صحيح,اي كليكات؟,0.7500,1,2,0,4,success,
RB_0114,branch_name,الرصيفة,رصيفه.,الرصيفه,رصيفه,1.0000,1,0,0,1,success,
RB_0178,general_utterance,سأسميه | قرية | العلي,328، قرية العليا.,ساسميه قريه العلي,328، قريه العليا,0.6667,2,0,0,3,success,
RB_0242,branch_name,ارتفع | حسين العلي,950، العليا.,ارتفع حسين العلي,950، العليا,1.0000,2,1,0,3,success,
RB_0306,general_utterance,مئة | وخمسة | وعشرين | محايل | 325,125 محايل. 525.,125 محايل 325,125 محايل 525,0.3333,1,0,0,3,success,
RB_0434,general_utterance,سعادة | سعادة | السعادة,السعادة. السعادة. السعادة.,سعاده سعاده السعاده,السعادة السعادة السعادة,1.0000,3,0,0,3,success,
RB_0019,branch_name,أعرب,العربي.,اعرب,العربي,1.0000,1,0,0,1,success,
RB_0051,general_utterance,ما احتاج اروح أنا كلمتك عشان ما أبغى أروح الفرع ف ليش يهمك اسم الفرع وش بيفرق,المفصل يروح، أنا كلمتك ومو أبغى أروح الفرع. طيب إيش يهمك اسم الفرع، وش بيفرق؟,ما احتاج اروح انا كلمتك عشان ما ابغي اروح الفرع ف ليش يهمك اسم الفرع وش بيفرق,المفصل يروح، انا كلمتك ومو ابغي اروح الفرع طيب ايش يهمك اسم الفرع، وش بيفرق؟,0.5294,7,2,0,17,success,
RB_0498,general_utterance,الأمطار | قوية | الرس | سبت | العليا | الارطاوية | الارطاوية,الأرطاوية، الرس، سبت العلايا. الأرطاوية. الأرطاوية.,الامطار قويه الرس سبت العليا الارطاويه الارطاويه,الارطاوية، الرس، سبت العلايا الارطاوية الارطاوية,0.8571,5,1,0,7,success,
RB_0370,branch_name,هذا,أيوه. أيوه. أيوه. أيوه. فرع قبا. أيوه. قبا. قبا.,هذا,ايوه ايوه ايوه ايوه فرع قبا ايوه قبا قبا,9.0000,1,0,8,1,success,
RB_0115,branch_code,ميتين و واحد,2001.,200 و 1,2001,1.0000,1,2,0,3,success,
RB_0179,general_utterance,فلسطينيو | 48 | قرية | العلي,328، قرية العليا.,فلسطينيو 48 قريه العلي,328، قريه العليا,0.7500,2,1,0,4,success,
RB_0307,general_utterance,خمس مائة | وخمسة | وعشرين محايل,525 محاير.,130 محايل,525 محاير,1.0000,2,0,0,2,success,
RB_0243,unclear,339 | العلي | العلي,359 العليا. العليا.,339 العلي العلي,359 العليا العليا,1.0000,3,0,0,3,success,
RB_0499,unclear,,,,,0.0000,0,0,0,0,success,
RB_0371,unclear,,صرافة قِباء. قِباء. قِباء. قِباء. قِباء. قِباء.,,صرافه قباء قباء قباء قباء قباء قباء,1.0000,0,0,7,0,success,
RB_0435,general_utterance,الحمرا | الحمرا | الحمرا. الحمرا,الحمراء. الحمراء. الحمراء. الحمراء.,الحمرا الحمرا الحمرا الحمرا,الحمراء الحمراء الحمراء الحمراء,1.0000,4,0,0,4,success,
RB_0020,general_utterance,ما أعرف الفرع بس فرع الدمام,ما أعرف الفرع، بس فرع الدمام.,ما اعرف الفرع بس فرع الدمام,ما اعرف الفرع، بس فرع الدمام,0.1667,1,0,0,6,success,
RB_0052,general_utterance,ممكن تحوليني على خدمة العملاء,ممكن تهويني على خدمة العملاء؟,ممكن تحوليني علي خدمه العملاء,ممكن تهويني علي خدمه العملاء؟,0.4000,2,0,0,5,success,
RB_0116,branch_code,307. راس تنورة,307، راس النورة.,307 راس تنوره,307، راس النورة,0.6667,2,0,0,3,success,
RB_0244,unclear,لكن | 309 | العلي,359 العليا.,لكن 309 العلي,359 العليا,1.0000,2,1,0,3,success,
RB_0308,general_utterance,ستة | وعشرين | العريشة | 526,26، العريشة. 526.,26 العريشه 526,26، العريشة 526,0.6667,2,0,0,3,success,
RB_0180,branch_code,328 قرية العليا,328، قرية العليا.,328 قريه العليا,328، قريه العليا,0.3333,1,0,0,3,success,
RB_0021,general_utterance,طيب انتو كم فرع عندكم في الدمام,طيب، أنت كم فتره عندكم في الدمام؟,طيب انتو كم فرع عندكم في الدمام,طيب، انت كم فتره عندكم في الدمام؟,0.5714,4,0,0,7,success,
RB_0372,general_utterance,إذا | قضاء | إذا | . إذا | فرع | قبض | قضاء,إذا. إذا. إذا. إذا. إذا. فرع قبا. قبا. قبا. قبا.,اذا قضاء اذا اذا فرع قبض قضاء,اذا اذا اذا اذا اذا فرع قبا قبا قبا قبا,0.8571,3,0,3,7,success,
RB_0500,general_utterance,الأرض | زاوية | الرس | سبت | . مكة | الرئيسي | فرحة | القزاز | أحد | المعابد | العتيبي | رمى | العريقة | الجبيل | الجوية | المركبات | المزروعة | النازلة العليا,الأرطاوية، الرس، سبت العلايا، مكة الرئيسي، برحة القزاز، أحد، المعابدة، العتيبيّة، ظرمة، العريجة، الجبيل، الجلوية، المريكبات، المزروعية، المنيزلة، العلية.,الارض زاويه الرس سبت مكه الرئيسي فرحه القزاز 1 المعابد العتيبي رمي العريقه الجبيل الجويه المركبات المزروعه النازله العليا,الارطاوية، الرس، سبت العلايا، مكه الرئيسي، برحه القزاز، احد، المعابدة، العتيبية، ظرمة، العريجة، الجبيل، الجلوية، المريكبات، المزروعية، المنيزلة، العلية,0.9474,18,0,0,19,success,
RB_0053,branch_name,أنا عميل ماسي,أنا عميل، ما في—,انا عميل ماسي,انا عميل، ما في,1.0000,2,0,1,3,success,
RB_0436,general_utterance,الأفلاج | الأفلاج | الأفلاج | الأفلاج,الأفلاج، الأفلاج، الأفلاج، الأفلاج.,الافلاج الافلاج الافلاج الافلاج,الافلاج، الافلاج، الافلاج، الافلاج,0.7500,3,0,0,4,success,
RB_0181,unclear,20 | الهفوف | الصناعية,20، الهفوف الصناعية. 329.,20 الهفوف الصناعيه,20، الهفوف الصناعية 329,1.0000,2,0,1,3,success,
RB_0245,general_utterance,اضغط | ثلاثمائة وتسعة وخمسين لعلي,359، العليا. 我昨晚给的提示没事。,اضغط 359 لعلي,359، العليا 我昨晚给的提示没事,1.0000,3,0,0,3,success,
RB_0117,branch_name,الجبال,يا. الجبال.,الجبال,يا الجبال,1.0000,0,0,1,1,success,
RB_0022,general_utterance,ابي فروع الدمام,أبي، سوري، الدمام.,ابي فروع الدمام,ابي، سوري، الدمام,0.6667,2,0,0,3,success,
RB_0373,branch_name,الفيحاء. الفيحاء,الفيحاء. الفيحاء.,الفيحاء الفيحاء,الفيحاء الفيحاء,0.0000,0,0,0,2,success,
RB_0309,unclear,ستمية | واحد | 601,غاب. 601 الغاب. 601 الغاب. الغاب.,601 601,غاب 601 الغاب 601 الغاب الغاب,2.0000,0,0,4,2,success,
RB_0437,branch_code,20,سويدي. سويدي. سويدي. سويدي. سويدي.,20,سويدي سويدي سويدي سويدي سويدي,5.0000,1,0,4,1,success,
RB_0118,branch_name,الجبال,ثانية، الجبال—,الجبال,ثانية، الجبال,1.0000,0,0,1,1,success,
RB_0246,branch_code,ثلاثمائة وخمسين لعلي,359، العليا.,350 لعلي,359، العليا,1.0000,2,0,0,2,success,
RB_0054,general_utterance,كم فرع اسمه فرع العزيزية,كم فرع اسمه فرع العزيزي؟,كم فرع اسمه فرع العزيزيه,كم فرع اسمه فرع العزيزي؟,0.2000,1,0,0,5,success,
RB_0501,general_utterance,الطاوية | طرحت | الكزاز | المعابد | المعابد | الاعتيادية | رمى | العريقة | الجبال | الكلوية | المركبات | المزروعة. النازلة,الأرطاوية، فرحة القزاز، المعابدة، العتيبيه، ظرمه، العريجه، الجبيل، الجلويه، المركبات، المزروعيه، المنازله.,الطاويه طرحت الكزاز المعابد المعابد الاعتياديه رمي العريقه الجبال الكلويه المركبات المزروعة النازله,الارطاوية، فرحه القزاز، المعابدة، العتيبيه، ظرمه، العريجه، الجبيل، الجلويه، المركبات، المزروعيه، المنازله,1.0000,12,1,0,13,success,
RB_0182,general_utterance,ثلاثمائة | وتسعة | وعشرين | الهفوف الصناعية,329، الهفوف الصناعية.,329 الهفوف الصناعيه,329، الهفوف الصناعية,0.6667,2,0,0,3,success,
RB_0374,general_utterance,The | team | شارع | الستين | جدة | شارع | الستين | شارع الستين,60. شارع الستين، جدة. شارع الستين. شارع الستين.,The team شارع الستين جده شارع الستين شارع الستين,60 شارع الستين، جدة شارع الستين شارع الستين,0.4444,3,1,0,9,success,
RB_0310,unclear,من | الجردة | 602,الجردة. 602.,من الجرده 602,الجردة 602,0.6667,1,1,0,3,success,
RB_0502,unclear,,أهلًا.,,اهلا,1.0000,0,0,1,0,success,
RB_0438,general_utterance,It's | A | sweaty | sweaty | sweaty | Sweaty | Sweaty | Sweaty | Sweaty,السويدي. سويدي. سويدي. سويدي. سويدي. حقي السويدي. سويدي.,Its A sweaty sweaty sweaty Sweaty Sweaty Sweaty Sweaty,السويدي سويدي سويدي سويدي سويدي حقي السويدي سويدي,1.0000,8,1,0,9,success,
RB_0055,general_utterance,ايه حوليني,الحليب.,ايه حوليني,الحليب,1.0000,1,1,0,2,success,
RB_0023,branch_code,قلت لك ثلاثة أربعة أربعة ثلاثمائة وأربعة وأربعين,قلت لك 344، 344!,قلت لك 355,قلت لك 344، 344,0.6667,1,0,1,3,success,
RB_0183,branch_name,من | أم الحمام,أمل حنان.,من ام الحمام,امل حنان,1.0000,2,1,0,3,success,
RB_0247,general_utterance,ثلاثمائة | وخمسة | وستين. الجسر,365، الجسر. تمام.,365 الجسر,365، الجسر تمام,1.0000,1,0,1,2,success,
RB_0119,general_utterance,مائة | وثمانية | الجبال,108، الكبيل.,108 الجبال,108، الكبيل,1.0000,2,0,0,2,success,
RB_0375,branch_name,حي المحجر,حي المحجر.,حي المحجر,حي المحجر,0.0000,0,0,0,2,success,
RB_0311,general_utterance,ستمئة | وثلاثة | المذنب,603، المذنب.,603 المذنب,603، المذنب,0.5000,1,0,0,2,success,
RB_0439,general_utterance,الواعية | . الواعية | واعية | الواعية | الواعية,القواعد.,الواعيه الواعيه واعيه الواعيه الواعيه,القواعد,1.0000,1,4,0,5,success,
RB_0024,general_utterance,فرع الريان في الرياض,فرع الرياض، الرياض.,فرع الريان في الرياض,فرع الرياض، الرياض,0.5000,1,1,0,4,success,
RB_0503,general_utterance,المنازلة | المشروعية | المركبات | الجوية | الجبال | العريضة | برما | الاعتيادية | المعبدة | طرحة القزاز. الطاوية,المنازلة، المزروعية، المريكبات، الجلوية، الجبيل، العريجة، ظرمى، العتيبيّة، المعابدة، برحة القزاز، الأرطاوية.,المنازله المشروعيه المركبات الجويه الجبال العريضه برما الاعتياديه المعبده طرحه القزاز الطاويه,المنازلة، المزروعية، المريكبات، الجلوية، الجبيل، العريجة، ظرمى، العتيبية، المعابدة، برحه القزاز، الارطاوية,1.0000,12,0,0,12,success,
RB_0056,general_utterance,معليش ممكن تعيدينهم,ما عنديش من كم ساعة جاي هون.,معليش ممكن تعيدينهم,ما عنديش من كم ساعه جاي هون,2.3333,3,0,4,3,success,
RB_0184,branch_name,يا | أم الحمام,36، أم الحمام.,يا ام الحمام,36، ام الحمام,0.3333,1,0,0,3,success,
RB_0120,branch_code,تسعة,9 دقائق.,9,9 دقائق,1.0000,0,0,1,1,success,
RB_0248,branch_code,365. الجسر,365، الجسر.,365 الجسر,365، الجسر,0.5000,1,0,0,2,success,
RB_0440,unclear,,أهلًا.,,اهلا,1.0000,0,0,1,0,success,
RB_0376,general_utterance,أي | المحجة | هي | المحجر | حي | المحجر | هي المحجر,حي المحجب. حي المحجب. حي المحجب. حي المحجب.,اي المحجه هي المحجر حي المحجر هي المحجر,حي المحجب حي المحجب حي المحجب حي المحجب,0.8750,7,0,0,8,success,
RB_0504,general_utterance,الأرض | خاوية | الطاوية,الأرطاوية. الأرطاوية. نعم، بريد.,الارض خاويه الطاويه,الارطاوية الارطاوية نعم، بريد,1.3333,3,0,1,3,success,
RB_0312,general_utterance,الرد | ستمئة | وأربعة,7، الرقي. 604، الرقي. الرقي.,الرد 604,7، الرقي 604، الرقي الرقي,2.5000,2,0,3,2,success,
RB_0025,general_utterance,ممكن تحوليني على مدير الفرع,ممكن تحوليني على مدير الفرع؟,ممكن تحوليني علي مدير الفرع,ممكن تحوليني علي مدير الفرع؟,0.2000,1,0,0,5,success,
RB_0057,general_utterance,ودي أقدم بلاغ بصراحة الخدمة كانت سيئة,آه، ودي أقدم بلاغ، بصراحة، الخدمة كانت مرة سيئة.,ودي اقدم بلاغ بصراحه الخدمه كانت سيئه,اه، ودي اقدم بلاغ، بصراحة، الخدمه كانت مره سيئة,0.7143,3,0,2,7,success,
RB_0185,general_utterance,رسمية | أم | الحمام,330، أم الحمام.,رسميه ام الحمام,330، ام الحمام,0.3333,1,0,0,3,success,
RB_0121,branch_code,تسعة,9 دقيق.,9,9 دقيق,1.0000,0,0,1,1,success,
RB_0249,unclear,,أهلًا.,,اهلا,1.0000,0,0,1,0,success,
RB_0313,branch_code,خمسة أدوات me,5، الدوادمي.,5 ادوات me,5، الدوادمي,1.0000,2,1,0,3,success,
RB_0441,branch_name,المربع | المربع,المربع. المربع.,المربع المربع,المربع المربع,0.0000,0,0,0,2,success,
RB_0026,branch_name,أخوي ولا اختي,أخوي ولا أختي؟,اخوي ولا اختي,اخوي ولا اختي؟,0.3333,1,0,0,3,success,
RB_0377,general_utterance,أبدا | إن | عابدة | المعابر,العابدة. المعابدة.,ابدا ان عابده المعابر,العابدة المعابدة,1.0000,2,2,0,4,success,
RB_0505,general_utterance,ألا | الطاوية | الطاوية | نوم,الأرطاوية، الأرطاوية. نعم؟,الا الطاويه الطاويه نوم,الارطاوية، الارطاوية نعم؟,1.0000,3,1,0,4,success,
RB_0186,branch_code,130. أم الحمام,330 أم الحمام.,130 ام الحمام,330 ام الحمام,0.3333,1,0,0,3,success,
RB_0122,branch_name,جاك,لا.,جاك,لا,1.0000,1,0,0,1,success,
RB_0058,general_utterance,طيب عندكم فرع بالنخيل يعني,طيب، عندكم فرع في النخيل يعني؟,طيب عندكم فرع بالنخيل يعني,طيب، عندكم فرع في النخيل يعني؟,0.8000,3,0,1,5,success,
RB_0314,unclear,105 | أدوات | me,605، الدوادمي.,105 ادوات me,605، الدوادمي,1.0000,2,1,0,3,success,
RB_0250,general_utterance,سبعة | وتسعين | مركز | مبيعات | الندى,97، مركز مبيعات النجاة.,97 مركز مبيعات الندي,97، مركز مبيعات النجاة,0.5000,2,0,0,4,success,
RB_0506,branch_name,الارطاوية. Nice,الأرطاوية. ناقص.,الارطاوية Nice,الارطاوية ناقص,0.5000,1,0,0,2,success,
RB_0027,general_utterance,أنا حاليا في شرق الرياض ممكن تعلميني اقرب فرع لي,أنا حالياً في شارع الرياض، ممكن تسأل مني أقرب صراف آلي؟,انا حاليا في شرق الرياض ممكن تعلميني اقرب فرع لي,انا حاليا في شارع الرياض، ممكن تسال مني اقرب صراف الي؟,0.6000,5,0,1,10,success,
RB_0059,general_utterance,لا معليش جدة,جامعة الجدة.,لا معليش جده,جامعه الجدة,1.0000,2,1,0,3,success,
RB_0378,general_utterance,أم | عابدة | العابدة | العابدة | العابدة,المعابده، المعابده، المعابده، المعابده.,ام عابده العابده العابده العابده,المعابده، المعابده، المعابده، المعابده,1.0000,4,1,0,5,success,
RB_0251,unclear,397 | مركز مبيعات النجم,397، مركز مبيعات الندى.,397 مركز مبيعات النجم,397، مركز مبيعات الندى,0.5000,2,0,0,4,success,
RB_0123,unclear,,نعم، أكيد.,,نعم، اكيد,1.0000,0,0,2,0,success,
RB_0187,general_utterance,الرسمية | حي | البستان,الرسمية 32، حي البستان.,الرسميه حي البستان,الرسميه 32، حي البستان,0.3333,0,0,1,3,success,
RB_0379,general_utterance,ينبع | الصناعية | ينبع الصناعية. ينبع الصناعية,ينبع الصناعية، ينبع الصناعية، ينبع الصناعية.,ينبع الصناعيه ينبع الصناعية ينبع الصناعيه,ينبع الصناعية، ينبع الصناعية، ينبع الصناعية,0.5000,3,0,0,6,success,
RB_0442,branch_name,دراما | دراما,ضرمة. ضرمة. ضرمة. ضرمة. ضرمة. ضرمة. ضرمة.,دراما دراما,ضرمة ضرمة ضرمة ضرمة ضرمة ضرمة ضرمة,3.5000,2,0,5,2,success,
RB_0443,general_utterance,المزاحمية | المزاحمية | المزاحمية. المزاحمية,المزاحمية. المزاحمية. المزاحمية. المزاحمية.,المزاحميه المزاحميه المزاحمية المزاحميه,المزاحمية المزاحمية المزاحمية المزاحمية,0.7500,3,0,0,4,success,
RB_0315,unclear,605 | أدوات | الدوادمي,605، الدوادمي. الدوادمي.,605 ادوات الدوادمي,605، الدوادمي الدوادمي,0.6667,2,0,0,3,success,
RB_0507,general_utterance,برحة القزاز | . المعابد | العتيبية | برما | العريجاء | الكلوية | المريكبات. المزروعية. المنيزلة,برحة القزاز، المعابدة، العتيبيه، برما، العريجه، الجلويه، المريكبات، المزروعيه، المنيزله.,برحه القزاز المعابد العتيبيه برما العريجاء الكلويه المريكبات المزروعية المنيزله,برحه القزاز، المعابدة، العتيبيه، برما، العريجه، الجلويه، المريكبات، المزروعيه، المنيزله,0.8000,8,0,0,10,success,
RB_0028,general_utterance,فرع الرياض الرئيسي وين مكانه بالضبط,مرحبًا يا أستاذ رائد، شو يعني مكانك بالضبط؟,فرع الرياض الرئيسي وين مكانه بالضبط,مرحبا يا استاذ رائد، شو يعني مكانك بالضبط؟,1.3333,6,0,2,6,success,
RB_0060,general_utterance,ما ادري كيف ممكن تخدميني,ما أدري كيف ممكن تقلبيني.,ما ادري كيف ممكن تخدميني,ما ادري كيف ممكن تقلبيني,0.2000,1,0,0,5,success,
RB_0380,branch_name,شبرا | شبرا. شبرا,شبرا.,شبرا شبرا شبرا,شبرا,0.6667,0,2,0,3,success,
RB_0124,branch_code,ثلاثمئة | وتسعة,309 دقيق. دقيق.,309,309 دقيق دقيق,2.0000,0,0,2,1,success,
RB_0316,general_utterance,ستمئة | وستة | المجموعة | المجمعة,606، المجمعة. المجمعة.,606 المجموعه المجمعه,606، المجمعة المجمعة,1.0000,3,0,0,3,success,
RB_0252,branch_name,فواحد الحديثة,والله فدرة حديثة.,فواحد الحديثه,والله فدره حديثة,1.5000,2,0,1,2,success,
RB_0188,general_utterance,تراكمية | واثنان | وثلاثون. حي البستان,332، حي البستان.,تراكميه 32 حي البستان,332، حي البستان,0.5000,1,1,0,4,success,
RB_0444,branch_name,الروضة | الروضة,الروضة. الروضة. الروضة.,الروضه الروضه,الروضة الروضة الروضة,1.5000,2,0,1,2,success,
RB_0029,general_utterance,وش الفرع القريب مني,وش الفرع القريب منه؟,وش الفرع القريب مني,وش الفرع القريب منه؟,0.2500,1,0,0,4,success,
